time [s],Cell Voltage [V],SOC [%]
1128,3.59,21.63406214
1129,3.5895,21.65324127
1130,3.589,21.67242041
1131,3.5895,21.69159954
1132,3.59,21.71077867
1133,3.59,21.72995781
1134,3.59,21.74913694
1135,3.59,21.76831607
1136,3.59,21.78749521
1137,3.59,21.80667434
1138,3.59,21.82585347
1139,3.595,21.8450326
1140,3.6,21.86421174
1141,3.595,21.88339087
1142,3.59,21.90257
1143,3.5945,21.92174914
1144,3.599,21.94092827
1145,3.5945,21.9601074
1146,3.59,21.97928654
1147,3.59,21.99846567
1148,3.59,22.0176448
1149,3.5945,22.03682394
1150,3.599,22.05600307
1151,3.5945,22.0751822
1152,3.59,22.09436133
1153,3.595,22.11354047
1154,3.6,22.1327196
1155,3.595,22.15189873
1156,3.59,22.17107787
1157,3.59,22.190257
1158,3.59,22.20943613
1159,3.5935,22.22861527
1160,3.597,22.2477944
1161,3.5935,22.26697353
1162,3.59,22.28615267
1163,3.5915,22.3053318
1164,3.593,22.32451093
1165,3.5925,22.34369007
1166,3.592,22.3628692
1167,3.5925,22.38204833
1168,3.593,22.40122746
1169,3.5935,22.4204066
1170,3.594,22.43958573
1171,3.594,22.45876486
1172,3.594,22.477944
1173,3.5935,22.49712313
1174,3.593,22.51630226
1175,3.5925,22.5354814
1176,3.592,22.55466053
1177,3.593,22.57383966
1178,3.594,22.5930188
1179,3.5975,22.61219793
1180,3.601,22.63137706
1181,3.601,22.65055619
1182,3.601,22.66973533
1183,3.5975,22.68891446
1184,3.594,22.70809359
1185,3.595,22.72727273
1186,3.596,22.74645186
1187,3.595,22.76563099
1188,3.594,22.78481013
1189,3.595,22.80398926
1190,3.596,22.82316839
1191,3.5975,22.84234753
1192,3.599,22.86152666
1193,3.598,22.88070579
1194,3.597,22.89988493
1195,3.597,22.91906406
1196,3.597,22.93824319
1197,3.599,22.95742232
1198,3.601,22.97660146
1199,3.6005,22.99578059
1200,3.6,23.01495972
1201,3.6,23.03413886
1202,3.6,23.05331799
1203,3.6,23.07249712
1204,3.6,23.09167626
1205,3.595,23.11085539
1206,3.59,23.13003452
1207,3.5955,23.14921366
1208,3.601,23.16839279
1209,3.601,23.18757192
1210,3.601,23.20675105
1211,3.601,23.22593019
1212,3.601,23.24510932
1213,3.601,23.26428845
1214,3.601,23.28346759
1215,3.601,23.30264672
1216,3.601,23.32182585
1217,3.601,23.34100499
1218,3.601,23.36018412
1219,3.601,23.37936325
1220,3.601,23.39854239
1221,3.601,23.41772152
1222,3.601,23.43690065
1223,3.601,23.45607979
1224,3.601,23.47525892
1225,3.6055,23.49443805
1226,3.61,23.51361718
1227,3.6055,23.53279632
1228,3.601,23.55197545
1229,3.601,23.57115458
1230,3.601,23.59033372
1231,3.601,23.60951285
1232,3.601,23.62869198
1233,3.601,23.64787112
1234,3.601,23.66705025
1235,3.6055,23.68622938
1236,3.61,23.70540852
1237,3.6055,23.72458765
1238,3.601,23.74376678
1239,3.606,23.76294591
1240,3.611,23.78212505
1241,3.606,23.80130418
1242,3.601,23.82048331
1243,3.601,23.83966245
1244,3.601,23.85884158
1245,3.601,23.87802071
1246,3.601,23.89719985
1247,3.601,23.91637898
1248,3.601,23.93555811
1249,3.601,23.95473725
1250,3.601,23.97391638
1251,3.602,23.99309551
1252,3.603,24.01227465
1253,3.603,24.03145378
1254,3.603,24.05063291
1255,3.602,24.06981204
1256,3.601,24.08899118
1257,3.6025,24.10817031
1258,3.604,24.12734944
1259,3.604,24.14652858
1260,3.604,24.16570771
1261,3.606,24.18488684
1262,3.608,24.20406598
1263,3.61,24.22324511
1264,3.612,24.24242424
1265,3.6065,24.26160338
1266,3.601,24.28078251
1267,3.6055,24.29996164
1268,3.61,24.31914077
1269,3.6055,24.33831991
1270,3.601,24.35749904
1271,3.604,24.37667817
1272,3.607,24.39585731
1273,3.6075,24.41503644
1274,3.608,24.43421557
1275,3.61,24.45339471
1276,3.612,24.47257384
1277,3.6115,24.49175297
1278,3.611,24.51093211
1279,3.6105,24.53011124
1280,3.61,24.54929037
1281,3.611,24.56846951
1282,3.612,24.58764864
1283,3.61,24.60682777
1284,3.608,24.6260069
1285,3.6095,24.64518604
1286,3.611,24.66436517
1287,3.611,24.6835443
1288,3.611,24.70272344
1289,3.6105,24.72190257
1290,3.61,24.7410817
1291,3.611,24.76026084
1292,3.612,24.77943997
1293,3.612,24.7986191
1294,3.612,24.81779824
1295,3.612,24.83697737
1296,3.612,24.8561565
1297,3.612,24.87533563
1298,3.612,24.89451477
1299,3.612,24.9136939
1300,3.612,24.93287303
1301,3.612,24.95205217
1302,3.612,24.9712313
1303,3.6115,24.99041043
1304,3.611,25.00958957
1305,3.6115,25.0287687
1306,3.612,25.04794783
1307,3.6115,25.06712697
1308,3.611,25.0863061
1309,3.6115,25.10548523
1310,3.612,25.12466437
1311,3.612,25.1438435
1312,3.612,25.16302263
1313,3.612,25.18220176
1314,3.612,25.2013809
1315,3.612,25.22056003
1316,3.612,25.23973916
1317,3.612,25.2589183
1318,3.612,25.27809743
1319,3.612,25.29727656
1320,3.612,25.3164557
1321,3.612,25.33563483
1322,3.612,25.35481396
1323,3.612,25.3739931
1324,3.612,25.39317223
1325,3.612,25.41235136
1326,3.612,25.43153049
1327,3.6155,25.45070963
1328,3.619,25.46988876
1329,3.6155,25.48906789
1330,3.612,25.50824703
1331,3.612,25.52742616
1332,3.612,25.54660529
1333,3.615,25.56578443
1334,3.618,25.58496356
1335,3.615,25.60414269
1336,3.612,25.62332183
1337,3.6155,25.64250096
1338,3.619,25.66168009
1339,3.6205,25.68085923
1340,3.622,25.70003836
1341,3.617,25.71921749
1342,3.612,25.73839662
1343,3.6165,25.75757576
1344,3.621,25.77675489
1345,3.6165,25.79593402
1346,3.612,25.81511316
1347,3.612,25.83429229
1348,3.612,25.85347142
1349,3.612,25.87265056
1350,3.612,25.89182969
1351,3.612,25.91100882
1352,3.612,25.93018796
1353,3.612,25.94936709
1354,3.612,25.96854622
1355,3.613,25.98772535
1356,3.614,26.00690449
1357,3.6145,26.02608362
1358,3.615,26.04526275
1359,3.6145,26.06444189
1360,3.614,26.08362102
1361,3.614,26.10280015
1362,3.614,26.12197929
1363,3.614,26.14115842
1364,3.614,26.16033755
1365,3.6145,26.17951669
1366,3.615,26.19869582
1367,3.6135,26.21787495
1368,3.612,26.23705409
1369,3.613,26.25623322
1370,3.614,26.27541235
1371,3.616,26.29459148
1372,3.618,26.31377062
1373,3.616,26.33294975
1374,3.614,26.35212888
1375,3.613,26.37130802
1376,3.612,26.39048715
1377,3.6155,26.40966628
1378,3.619,26.42884542
1379,3.618,26.44802455
1380,3.617,26.46720368
1381,3.617,26.48638282
1382,3.617,26.50556195
1383,3.618,26.52474108
1384,3.619,26.54392021
1385,3.62,26.56309935
1386,3.621,26.58227848
1387,3.6195,26.60145761
1388,3.618,26.62063675
1389,3.618,26.63981588
1390,3.618,26.65899501
1391,3.62,26.67817415
1392,3.622,26.69735328
1393,3.6215,26.71653241
1394,3.621,26.73571155
1395,3.6215,26.75489068
1396,3.622,26.77406981
1397,3.6205,26.79324895
1398,3.619,26.81242808
1399,3.621,26.83160721
1400,3.623,26.85078634
1401,3.623,26.86996548
1402,3.623,26.88914461
1403,3.6225,26.90832374
1404,3.622,26.92750288
1405,3.6225,26.94668201
1406,3.623,26.96586114
1407,3.623,26.98504028
1408,3.623,27.00421941
1409,3.623,27.02339854
1410,3.623,27.04257768
1411,3.6225,27.06175681
1412,3.622,27.08093594
1413,3.6225,27.10011507
1414,3.623,27.11929421
1415,3.6225,27.13847334
1416,3.622,27.15765247
1417,3.6225,27.17683161
1418,3.623,27.19601074
1419,3.623,27.21518987
1420,3.623,27.23436901
1421,3.623,27.25354814
1422,3.623,27.27272727
1423,3.623,27.29190641
1424,3.623,27.31108554
1425,3.628,27.33026467
1426,3.633,27.34944381
1427,3.628,27.36862294
1428,3.623,27.38780207
1429,3.623,27.4069812
1430,3.623,27.42616034
1431,3.623,27.44533947
1432,3.623,27.4645186
1433,3.6275,27.48369774
1434,3.632,27.50287687
1435,3.6275,27.522056
1436,3.623,27.54123514
1437,3.623,27.56041427
1438,3.623,27.5795934
1439,3.623,27.59877254
1440,3.623,27.61795167
1441,3.6285,27.6371308
1442,3.634,27.65630993
1443,3.6295,27.67548907
1444,3.625,27.6946682
1445,3.6255,27.71384733
1446,3.626,27.73302647
1447,3.6245,27.7522056
1448,3.623,27.77138473
1449,3.624,27.79056387
1450,3.625,27.809743
1451,3.624,27.82892213
1452,3.623,27.84810127
1453,3.623,27.8672804
1454,3.623,27.88645953
1455,3.6265,27.90563867
1456,3.63,27.9248178
1457,3.6265,27.94399693
1458,3.623,27.96317606
1459,3.624,27.9823552
1460,3.625,28.00153433
1461,3.6265,28.02071346
1462,3.628,28.0398926
1463,3.628,28.05907173
1464,3.628,28.07825086
1465,3.6285,28.09743
1466,3.629,28.11660913
1467,3.626,28.13578826
1468,3.623,28.1549674
1469,3.6255,28.17414653
1470,3.628,28.19332566
1471,3.627,28.21250479
1472,3.626,28.23168393
1473,3.629,28.25086306
1474,3.632,28.27004219
1475,3.63,28.28922133
1476,3.628,28.30840046
1477,3.6285,28.32757959
1478,3.629,28.34675873
1479,3.6315,28.36593786
1480,3.634,28.38511699
1481,3.6315,28.40429613
1482,3.629,28.42347526
1483,3.6305,28.44265439
1484,3.632,28.46183353
1485,3.6325,28.48101266
1486,3.633,28.50019179
1487,3.6325,28.51937092
1488,3.632,28.53855006
1489,3.633,28.55772919
1490,3.634,28.57690832
1491,3.6335,28.59608746
1492,3.633,28.61526659
1493,3.6325,28.63444572
1494,3.632,28.65362486
1495,3.6325,28.67280399
1496,3.633,28.69198312
1497,3.6325,28.71116226
1498,3.632,28.73034139
1499,3.633,28.74952052
1500,3.634,28.76869965
1501,3.634,28.78787879
1502,3.634,28.80705792
1503,3.634,28.82623705
1504,3.634,28.84541619
1505,3.634,28.86459532
1506,3.634,28.88377445
1507,3.634,28.90295359
1508,3.634,28.92213272
1509,3.634,28.94131185
1510,3.634,28.96049099
1511,3.6335,28.97967012
1512,3.633,28.99884925
1513,3.6335,29.01802839
1514,3.634,29.03720752
1515,3.6395,29.05638665
1516,3.645,29.07556578
1517,3.6405,29.09474492
1518,3.636,29.11392405
1519,3.635,29.13310318
1520,3.634,29.15228232
1521,3.634,29.17146145
1522,3.634,29.19064058
1523,3.634,29.20981972
1524,3.634,29.22899885
1525,3.6375,29.24817798
1526,3.641,29.26735712
1527,3.6375,29.28653625
1528,3.634,29.30571538
1529,3.634,29.32489451
1530,3.634,29.34407365
1531,3.6365,29.36325278
1532,3.639,29.38243191
1533,3.64,29.40161105
1534,3.641,29.42079018
1535,3.6375,29.43996931
1536,3.634,29.45914845
1537,3.635,29.47832758
1538,3.636,29.49750671
1539,3.635,29.51668585
1540,3.634,29.53586498
1541,3.634,29.55504411
1542,3.634,29.57422325
1543,3.6355,29.59340238
1544,3.637,29.61258151
1545,3.6365,29.63176064
1546,3.636,29.65093978
1547,3.635,29.67011891
1548,3.634,29.68929804
1549,3.6375,29.70847718
1550,3.641,29.72765631
1551,3.6425,29.74683544
1552,3.644,29.76601458
1553,3.639,29.78519371
1554,3.634,29.80437284
1555,3.634,29.82355198
1556,3.634,29.84273111
1557,3.635,29.86191024
1558,3.636,29.88108937
1559,3.635,29.90026851
1560,3.634,29.91944764
1561,3.637,29.93862677
1562,3.64,29.95780591
1563,3.642,29.97698504
1564,3.644,29.99616417
1565,3.6415,30.01534331
1566,3.639,30.03452244
1567,3.6375,30.05370157
1568,3.636,30.07288071
1569,3.6375,30.09205984
1570,3.639,30.11123897
1571,3.639,30.13041811
1572,3.639,30.14959724
1573,3.6395,30.16877637
1574,3.64,30.1879555
1575,3.6415,30.20713464
1576,3.643,30.22631377
1577,3.642,30.2454929
1578,3.641,30.26467204
1579,3.643,30.28385117
1580,3.645,30.3030303
1581,3.6425,30.32220944
1582,3.64,30.34138857
1583,3.64,30.3605677
1584,3.64,30.37974684
1585,3.64,30.39892597
1586,3.64,30.4181051
1587,3.6395,30.43728423
1588,3.639,30.45646337
1589,3.6395,30.4756425
1590,3.64,30.49482163
1591,3.642,30.51400077
1592,3.644,30.5331799
1593,3.6445,30.55235903
1594,3.645,30.57153817
1595,3.644,30.5907173
1596,3.643,30.60989643
1597,3.643,30.62907557
1598,3.643,30.6482547
1599,3.644,30.66743383
1600,3.645,30.68661297
1601,3.645,30.7057921
1602,3.645,30.72497123
1603,3.645,30.74415036
1604,3.645,30.7633295
1605,3.6445,30.78250863
1606,3.644,30.80168776
1607,3.6495,30.8208669
1608,3.655,30.84004603
1609,3.6495,30.85922516
1610,3.644,30.8784043
1611,3.6425,30.89758343
1612,3.641,30.91676256
1613,3.6425,30.9359417
1614,3.644,30.95512083
1615,3.6445,30.97429996
1616,3.645,30.99347909
1617,3.645,31.01265823
1618,3.645,31.03183736
1619,3.645,31.05101649
1620,3.645,31.07019563
1621,3.645,31.08937476
1622,3.645,31.10855389
1623,3.6505,31.12773303
1624,3.656,31.14691216
1625,3.6505,31.16609129
1626,3.645,31.18527043
1627,3.645,31.20444956
1628,3.645,31.22362869
1629,3.645,31.24280783
1630,3.645,31.26198696
1631,3.645,31.28116609
1632,3.645,31.30034522
1633,3.645,31.31952436
1634,3.645,31.33870349
1635,3.65,31.35788262
1636,3.655,31.37706176
1637,3.65,31.39624089
1638,3.645,31.41542002
1639,3.645,31.43459916
1640,3.645,31.45377829
1641,3.645,31.47295742
1642,3.645,31.49213656
1643,3.6505,31.51131569
1644,3.656,31.53049482
1645,3.6505,31.54967395
1646,3.645,31.56885309
1647,3.6505,31.58803222
1648,3.656,31.60721135
1649,3.6515,31.62639049
1650,3.647,31.64556962
1651,3.6495,31.66474875
1652,3.652,31.68392789
1653,3.6485,31.70310702
1654,3.645,31.72228615
1655,3.6495,31.74146529
1656,3.654,31.76064442
1657,3.6495,31.77982355
1658,3.645,31.79900269
1659,3.645,31.81818182
1660,3.645,31.83736095
1661,3.646,31.85654008
1662,3.647,31.87571922
1663,3.647,31.89489835
1664,3.647,31.91407748
1665,3.646,31.93325662
1666,3.645,31.95243575
1667,3.648,31.97161488
1668,3.651,31.99079402
1669,3.6535,32.00997315
1670,3.656,32.02915228
1671,3.6505,32.04833142
1672,3.645,32.06751055
1673,3.6475,32.08668968
1674,3.65,32.10586881
1675,3.6505,32.12504795
1676,3.651,32.14422708
1677,3.6515,32.16340621
1678,3.652,32.18258535
1679,3.6515,32.20176448
1680,3.651,32.22094361
1681,3.6495,32.24012275
1682,3.648,32.25930188
1683,3.649,32.27848101
1684,3.65,32.29766015
1685,3.6525,32.31683928
1686,3.655,32.33601841
1687,3.653,32.35519755
1688,3.651,32.37437668
1689,3.6525,32.39355581
1690,3.654,32.41273494
1691,3.6525,32.43191408
1692,3.651,32.45109321
1693,3.6505,32.47027234
1694,3.65,32.48945148
1695,3.651,32.50863061
1696,3.652,32.52780974
1697,3.6535,32.54698888
1698,3.655,32.56616801
1699,3.6535,32.58534714
1700,3.652,32.60452628
1701,3.6515,32.62370541
1702,3.651,32.64288454
1703,3.6525,32.66206367
1704,3.654,32.68124281
1705,3.653,32.70042194
1706,3.652,32.71960107
1707,3.652,32.73878021
1708,3.652,32.75795934
1709,3.654,32.77713847
1710,3.656,32.79631761
1711,3.656,32.81549674
1712,3.656,32.83467587
1713,3.656,32.85385501
1714,3.656,32.87303414
1715,3.656,32.89221327
1716,3.656,32.91139241
1717,3.655,32.93057154
1718,3.654,32.94975067
1719,3.655,32.9689298
1720,3.656,32.98810894
1721,3.655,33.00728807
1722,3.654,33.0264672
1723,3.655,33.04564634
1724,3.656,33.06482547
1725,3.6555,33.0840046
1726,3.655,33.10318374
1727,3.6545,33.12236287
1728,3.654,33.141542
1729,3.655,33.16072114
1730,3.656,33.17990027
1731,3.656,33.1990794
1732,3.656,33.21825853
1733,3.656,33.23743767
1734,3.656,33.2566168
1735,3.6605,33.27579593
1736,3.665,33.29497507
1737,3.6605,33.3141542
1738,3.656,33.33333333
1739,3.656,33.35251247
1740,3.656,33.3716916
1741,3.656,33.39087073
1742,3.656,33.41004987
1743,3.656,33.429229
1744,3.656,33.44840813
1745,3.661,33.46758727
1746,3.666,33.4867664
1747,3.661,33.50594553
1748,3.656,33.52512466
1749,3.656,33.5443038
1750,3.656,33.56348293
1751,3.656,33.58266206
1752,3.656,33.6018412
1753,3.656,33.62102033
1754,3.656,33.64019946
1755,3.656,33.6593786
1756,3.656,33.67855773
1757,3.656,33.69773686
1758,3.656,33.716916
1759,3.656,33.73609513
1760,3.656,33.75527426
1761,3.656,33.77445339
1762,3.656,33.79363253
1763,3.661,33.81281166
1764,3.666,33.83199079
1765,3.661,33.85116993
1766,3.656,33.87034906
1767,3.656,33.88952819
1768,3.656,33.90870733
1769,3.656,33.92788646
1770,3.656,33.94706559
1771,3.656,33.96624473
1772,3.656,33.98542386
1773,3.656,34.00460299
1774,3.656,34.02378213
1775,3.656,34.04296126
1776,3.656,34.06214039
1777,3.656,34.08131952
1778,3.656,34.10049866
1779,3.6595,34.11967779
1780,3.663,34.13885692
1781,3.6595,34.15803606
1782,3.656,34.17721519
1783,3.656,34.19639432
1784,3.656,34.21557346
1785,3.656,34.23475259
1786,3.656,34.25393172
1787,3.656,34.27311086
1788,3.656,34.29228999
1789,3.6605,34.31146912
1790,3.665,34.33064825
1791,3.6605,34.34982739
1792,3.656,34.36900652
1793,3.656,34.38818565
1794,3.656,34.40736479
1795,3.656,34.42654392
1796,3.656,34.44572305
1797,3.6585,34.46490219
1798,3.661,34.48408132
1799,3.6585,34.50326045
1800,3.656,34.52243959
1801,3.656,34.54161872
1802,3.656,34.56079785
1803,3.661,34.57997699
1804,3.666,34.59915612
1805,3.662,34.61833525
1806,3.658,34.63751438
1807,3.657,34.65669352
1808,3.656,34.67587265
1809,3.656,34.69505178
1810,3.656,34.71423092
1811,3.656,34.73341005
1812,3.656,34.75258918
1813,3.657,34.77176832
1814,3.658,34.79094745
1815,3.6585,34.81012658
1816,3.659,34.82930572
1817,3.659,34.84848485
1818,3.659,34.86766398
1819,3.6575,34.88684311
1820,3.656,34.90602225
1821,3.6575,34.92520138
1822,3.659,34.94438051
1823,3.659,34.96355965
1824,3.659,34.98273878
1825,3.659,35.00191791
1826,3.659,35.02109705
1827,3.66,35.04027618
1828,3.661,35.05945531
1829,3.661,35.07863445
1830,3.661,35.09781358
1831,3.6595,35.11699271
1832,3.658,35.13617185
1833,3.658,35.15535098
1834,3.658,35.17453011
1835,3.6585,35.19370924
1836,3.659,35.21288838
1837,3.659,35.23206751
1838,3.659,35.25124664
1839,3.6585,35.27042578
1840,3.658,35.28960491
1841,3.658,35.30878404
1842,3.658,35.32796318
1843,3.6625,35.34714231
1844,3.667,35.36632144
1845,3.663,35.38550058
1846,3.659,35.40467971
1847,3.6585,35.42385884
1848,3.658,35.44303797
1849,3.6615,35.46221711
1850,3.665,35.48139624
1851,3.663,35.50057537
1852,3.661,35.51975451
1853,3.661,35.53893364
1854,3.661,35.55811277
1855,3.6615,35.57729191
1856,3.662,35.59647104
1857,3.6615,35.61565017
1858,3.661,35.63482931
1859,3.6615,35.65400844
1860,3.662,35.67318757
1861,3.664,35.69236671
1862,3.666,35.71154584
1863,3.6635,35.73072497
1864,3.661,35.7499041
1865,3.662,35.76908324
1866,3.663,35.78826237
1867,3.6645,35.8074415
1868,3.666,35.82662064
1869,3.6665,35.84579977
1870,3.667,35.8649789
1871,3.666,35.88415804
1872,3.665,35.90333717
1873,3.6635,35.9225163
1874,3.662,35.94169544
1875,3.6625,35.96087457
1876,3.663,35.9800537
1877,3.6645,35.99923283
1878,3.666,36.01841197
1879,3.6645,36.0375911
1880,3.663,36.05677023
1881,3.6645,36.07594937
1882,3.666,36.0951285
1883,3.666,36.11430763
1884,3.666,36.13348677
1885,3.666,36.1526659
1886,3.666,36.17184503
1887,3.661,36.19102417
1888,3.656,36.2102033
1889,3.666,36.22938243
1890,3.676,36.24856157
1891,3.6715,36.2677407
1892,3.667,36.28691983
1893,3.6665,36.30609896
1894,3.666,36.3252781
1895,3.6655,36.34445723
1896,3.665,36.36363636
1897,3.6715,36.3828155
1898,3.678,36.40199463
1899,3.6725,36.42117376
1900,3.667,36.4403529
1901,3.6695,36.45953203
1902,3.672,36.47871116
1903,3.669,36.4978903
1904,3.666,36.51706943
1905,3.6665,36.53624856
1906,3.667,36.55542769
1907,3.667,36.57460683
1908,3.667,36.59378596
1909,3.6685,36.61296509
1910,3.67,36.63214423
1911,3.672,36.65132336
1912,3.674,36.67050249
1913,3.6665,36.68968163
1914,3.659,36.70886076
1915,3.663,36.72803989
1916,3.667,36.74721903
1917,3.667,36.76639816
1918,3.667,36.78557729
1919,3.667,36.80475643
1920,3.667,36.82393556
1921,3.672,36.84311469
1922,3.677,36.86229382
1923,3.672,36.88147296
1924,3.667,36.90065209
1925,3.667,36.91983122
1926,3.667,36.93901036
1927,3.6695,36.95818949
1928,3.672,36.97736862
1929,3.669,36.99654776
1930,3.666,37.01572689
1931,3.6675,37.03490602
1932,3.669,37.05408516
1933,3.6695,37.07326429
1934,3.67,37.09244342
1935,3.6685,37.11162255
1936,3.667,37.13080169
1937,3.667,37.14998082
1938,3.667,37.16915995
1939,3.668,37.18833909
1940,3.669,37.20751822
1941,3.6695,37.22669735
1942,3.67,37.24587649
1943,3.6695,37.26505562
1944,3.669,37.28423475
1945,3.6695,37.30341389
1946,3.67,37.32259302
1947,3.6715,37.34177215
1948,3.673,37.36095129
1949,3.6745,37.38013042
1950,3.676,37.39930955
1951,3.675,37.41848868
1952,3.674,37.43766782
1953,3.6735,37.45684695
1954,3.673,37.47602608
1955,3.6735,37.49520522
1956,3.674,37.51438435
1957,3.6755,37.53356348
1958,3.677,37.55274262
1959,3.6765,37.57192175
1960,3.676,37.59110088
1961,3.6765,37.61028002
1962,3.677,37.62945915
1963,3.6755,37.64863828
1964,3.674,37.66781741
1965,3.672,37.68699655
1966,3.67,37.70617568
1967,3.671,37.72535481
1968,3.672,37.74453395
1969,3.6725,37.76371308
1970,3.673,37.78289221
1971,3.673,37.80207135
1972,3.673,37.82125048
1973,3.6715,37.84042961
1974,3.67,37.85960875
1975,3.672,37.87878788
1976,3.674,37.89796701
1977,3.6755,37.91714614
1978,3.677,37.93632528
1979,3.6755,37.95550441
1980,3.674,37.97468354
1981,3.676,37.99386268
1982,3.678,38.01304181
1983,3.677,38.03222094
1984,3.676,38.05140008
1985,3.675,38.07057921
1986,3.674,38.08975834
1987,3.6755,38.10893748
1988,3.677,38.12811661
1989,3.6745,38.14729574
1990,3.672,38.16647488
1991,3.678,38.18565401
1992,3.684,38.20483314
1993,3.6805,38.22401227
1994,3.677,38.24319141
1995,3.6775,38.26237054
1996,3.678,38.28154967
1997,3.6835,38.30072881
1998,3.689,38.31990794
1999,3.683,38.33908707
2000,3.677,38.35826621
2001,3.677,38.37744534
2002,3.677,38.39662447
2003,3.677,38.41580361
2004,3.677,38.43498274
2005,3.68,38.45416187
2006,3.683,38.473341
2007,3.68,38.49252014
2008,3.677,38.51169927
2009,3.6775,38.5308784
2010,3.678,38.55005754
2011,3.6775,38.56923667
2012,3.677,38.5884158
2013,3.6785,38.60759494
2014,3.68,38.62677407
2015,3.6825,38.6459532
2016,3.685,38.66513234
2017,3.6815,38.68431147
2018,3.678,38.7034906
2019,3.683,38.72266974
2020,3.688,38.74184887
2021,3.683,38.761028
2022,3.678,38.78020713
2023,3.678,38.79938627
2024,3.678,38.8185654
2025,3.678,38.83774453
2026,3.678,38.85692367
2027,3.678,38.8761028
2028,3.678,38.89528193
2029,3.678,38.91446107
2030,3.678,38.9336402
2031,3.681,38.95281933
2032,3.684,38.97199847
2033,3.681,38.9911776
2034,3.678,39.01035673
2035,3.678,39.02953586
2036,3.678,39.048715
2037,3.6795,39.06789413
2038,3.681,39.08707326
2039,3.6795,39.1062524
2040,3.678,39.12543153
2041,3.6775,39.14461066
2042,3.677,39.1637898
2043,3.6775,39.18296893
2044,3.678,39.20214806
2045,3.678,39.2213272
2046,3.678,39.24050633
2047,3.678,39.25968546
2048,3.678,39.2788646
2049,3.6795,39.29804373
2050,3.681,39.31722286
2051,3.681,39.33640199
2052,3.681,39.35558113
2053,3.6805,39.37476026
2054,3.68,39.39393939
2055,3.6815,39.41311853
2056,3.683,39.43229766
2057,3.685,39.45147679
2058,3.687,39.47065593
2059,3.682,39.48983506
2060,3.677,39.50901419
2061,3.6775,39.52819333
2062,3.678,39.54737246
2063,3.679,39.56655159
2064,3.68,39.58573072
2065,3.6805,39.60490986
2066,3.681,39.62408899
2067,3.6805,39.64326812
2068,3.68,39.66244726
2069,3.679,39.68162639
2070,3.678,39.70080552
2071,3.6795,39.71998466
2072,3.681,39.73916379
2073,3.681,39.75834292
2074,3.681,39.77752206
2075,3.681,39.79670119
2076,3.681,39.81588032
2077,3.681,39.83505946
2078,3.681,39.85423859
2079,3.682,39.87341772
2080,3.683,39.89259685
2081,3.6835,39.91177599
2082,3.684,39.93095512
2083,3.6845,39.95013425
2084,3.685,39.96931339
2085,3.686,39.98849252
2086,3.687,40.00767165
2087,3.6855,40.02685079
2088,3.684,40.04602992
2089,3.686,40.06520905
2090,3.688,40.08438819
2091,3.6855,40.10356732
2092,3.683,40.12274645
2093,3.683,40.14192558
2094,3.683,40.16110472
2095,3.6855,40.18028385
2096,3.688,40.19946298
2097,3.6885,40.21864212
2098,3.689,40.23782125
2099,3.6885,40.25700038
2100,3.688,40.27617952
2101,3.686,40.29535865
2102,3.684,40.31453778
2103,3.6845,40.33371692
2104,3.685,40.35289605
2105,3.686,40.37207518
2106,3.687,40.39125432
2107,3.6855,40.41043345
2108,3.684,40.42961258
2109,3.686,40.44879171
2110,3.688,40.46797085
2111,3.6855,40.48714998
2112,3.683,40.50632911
2113,3.6895,40.52550825
2114,3.696,40.54468738
2115,3.6915,40.56386651
2116,3.687,40.58304565
2117,3.686,40.60222478
2118,3.685,40.62140391
2119,3.6865,40.64058305
2120,3.688,40.65976218
2121,3.688,40.67894131
2122,3.688,40.69812044
2123,3.6885,40.71729958
2124,3.689,40.73647871
2125,3.689,40.75565784
2126,3.689,40.77483698
2127,3.689,40.79401611
2128,3.689,40.81319524
2129,3.6885,40.83237438
2130,3.688,40.85155351
2131,3.6865,40.87073264
2132,3.685,40.88991178
2133,3.687,40.90909091
2134,3.689,40.92827004
2135,3.689,40.94744918
2136,3.689,40.96662831
2137,3.689,40.98580744
2138,3.689,41.00498657
2139,3.6835,41.02416571
2140,3.678,41.04334484
2141,3.6835,41.06252397
2142,3.689,41.08170311
2143,3.6835,41.10088224
2144,3.678,41.12006137
2145,3.6835,41.13924051
2146,3.689,41.15841964
2147,3.688,41.17759877
2148,3.687,41.19677791
2149,3.6915,41.21595704
2150,3.696,41.23513617
2151,3.692,41.2543153
2152,3.688,41.27349444
2153,3.6885,41.29267357
2154,3.689,41.3118527
2155,3.695,41.33103184
2156,3.701,41.35021097
2157,3.695,41.3693901
2158,3.689,41.38856924
2159,3.689,41.40774837
2160,3.689,41.4269275
2161,3.6885,41.44610664
2162,3.688,41.46528577
2163,3.693,41.4844649
2164,3.698,41.50364404
2165,3.6985,41.52282317
2166,3.699,41.5420023
2167,3.6935,41.56118143
2168,3.688,41.58036057
2169,3.6945,41.5995397
2170,3.701,41.61871883
2171,3.6995,41.63789797
2172,3.698,41.6570771
2173,3.6935,41.67625623
2174,3.689,41.69543537
2175,3.6925,41.7146145
2176,3.696,41.73379363
2177,3.6925,41.75297277
2178,3.689,41.7721519
2179,3.689,41.79133103
2180,3.689,41.81051016
2181,3.689,41.8296893
2182,3.689,41.84886843
2183,3.689,41.86804756
2184,3.689,41.8872267
